FeatureInfo [rank=0, score=0.07250230900777574, name=allOntimeCumulative_v1]
FeatureInfo [rank=605, score=1.571582079341412E-5, name=departureAirportOneHot_SJT]
FeatureInfo [rank=606, score=1.5628095717343282E-5, name=carrierFsCodeOneHot_4C]
FeatureInfo [rank=607, score=1.548225015002246E-5, name=departureAirportOneHot_NAT]
FeatureInfo [rank=608, score=1.53814984750507E-5, name=departureAirportOneHot_BLI]
FeatureInfo [rank=609, score=1.5210211052157401E-5, name=departureAirportOneHot_WUH]
FeatureInfo [rank=610, score=1.5156202856791215E-5, name=departureAirportOneHot_RIC]
FeatureInfo [rank=611, score=1.5049718604156475E-5, name=arrivalAirportOneHot_MAH]
FeatureInfo [rank=612, score=1.5002144851664053E-5, name=arrivalAirportOneHot_BDL]
FeatureInfo [rank=613, score=1.4980495903718004E-5, name=arrivalAirportOneHot_TUS]
FeatureInfo [rank=614, score=1.4838390115457937E-5, name=departureAirportOneHot_OVB]
FeatureInfo [rank=615, score=1.4806179208635602E-5, name=arrivalAirportOneHot_GSO]
FeatureInfo [rank=616, score=1.4773090861241207E-5, name=departureAirportOneHot_COU]
FeatureInfo [rank=617, score=1.4691610915272155E-5, name=arrivalAirportOneHot_JAX]
FeatureInfo [rank=618, score=1.43479433006585E-5, name=carrierFsCodeOneHot_LS]
FeatureInfo [rank=619, score=1.4331179966540255E-5, name=arrivalAirportOneHot_KGD]
FeatureInfo [rank=620, score=1.4299907923428495E-5, name=departureAirportOneHot_GYN]
FeatureInfo [rank=621, score=1.4203046105052492E-5, name=arrivalAirportOneHot_KRK]
FeatureInfo [rank=622, score=1.3800895333023409E-5, name=arrivalAirportOneHot_SDQ]
FeatureInfo [rank=623, score=1.375154830471546E-5, name=departureAirportOneHot_PER]
FeatureInfo [rank=624, score=1.3555827976922113E-5, name=departureAirportOneHot_BLQ]
FeatureInfo [rank=625, score=1.3328693358231464E-5, name=arrivalAirportOneHot_RIC]
FeatureInfo [rank=626, score=1.3319274143790848E-5, name=arrivalAirportOneHot_BOD]
FeatureInfo [rank=627, score=1.328549474169335E-5, name=departureAirportOneHot_FLG]
FeatureInfo [rank=628, score=1.3162442149572653E-5, name=carrierFsCodeOneHot_TV]
FeatureInfo [rank=629, score=1.3113876584719292E-5, name=arrivalAirportOneHot_ABE]
FeatureInfo [rank=630, score=1.3018209579122865E-5, name=arrivalAirportOneHot_CVG]
FeatureInfo [rank=631, score=1.3008104605892373E-5, name=carrierFsCodeOneHot_AS]
FeatureInfo [rank=632, score=1.2955954097094235E-5, name=carrierFsCodeOneHot_UL]
FeatureInfo [rank=633, score=1.2852695804795664E-5, name=arrivalAirportOneHot_EWR]
FeatureInfo [rank=634, score=1.2843022330193025E-5, name=departureAirportOneHot_SYD]
FeatureInfo [rank=635, score=1.2760549895804877E-5, name=arrivalAirportOneHot_LTN]
FeatureInfo [rank=636, score=1.2711069887409559E-5, name=arrivalAirportOneHot_GEG]
FeatureInfo [rank=637, score=1.2593643730150752E-5, name=arrivalAirportOneHot_PDX]
FeatureInfo [rank=638, score=1.2558689165856954E-5, name=carrierFsCodeOneHot_SQP]
FeatureInfo [rank=639, score=1.2553209351447256E-5, name=arrivalAirportOneHot_RUH]
FeatureInfo [rank=640, score=1.2526889790455255E-5, name=arrivalAirportOneHot_AMM]
FeatureInfo [rank=641, score=1.25131055621649E-5, name=departureAirportOneHot_GMP]
FeatureInfo [rank=642, score=1.2401422676044798E-5, name=arrivalAirportOneHot_MEM]
FeatureInfo [rank=643, score=1.2396417140302187E-5, name=departureAirportOneHot_ASJ]
FeatureInfo [rank=644, score=1.2339537901129522E-5, name=arrivalAirportOneHot_INN]
FeatureInfo [rank=645, score=1.2221570841166603E-5, name=departureAirportOneHot_KEF]
FeatureInfo [rank=646, score=1.2183618301908566E-5, name=departureAirportOneHot_ORF]
FeatureInfo [rank=647, score=1.2159366526890066E-5, name=departureAirportOneHot_CFU]
FeatureInfo [rank=648, score=1.213794983284569E-5, name=arrivalAirportOneHot_ACC]
FeatureInfo [rank=649, score=1.1815680323947913E-5, name=departureAirportOneHot_DQA]
FeatureInfo [rank=650, score=1.1786654576973239E-5, name=arrivalAirportOneHot_KLO]
FeatureInfo [rank=651, score=1.1773978343682733E-5, name=carrierFsCodeOneHot_BW]
FeatureInfo [rank=652, score=1.1712997806976384E-5, name=departureAirportOneHot_ITM]
FeatureInfo [rank=653, score=1.1704771909942419E-5, name=arrivalAirportOneHot_CMH]
FeatureInfo [rank=654, score=1.166632460899373E-5, name=arrivalAirportOneHot_NAS]
FeatureInfo [rank=655, score=1.1607896211288574E-5, name=arrivalAirportOneHot_LOS]
FeatureInfo [rank=656, score=1.1574271360768702E-5, name=arrivalAirportOneHot_BRE]
FeatureInfo [rank=657, score=1.1524417290860337E-5, name=departureAirportOneHot_OPO]
FeatureInfo [rank=658, score=1.1230617664963885E-5, name=arrivalAirportOneHot_KTM]
FeatureInfo [rank=659, score=1.1208805921502555E-5, name=arrivalAirportOneHot_JNB]
FeatureInfo [rank=660, score=1.1044056293010468E-5, name=carrierFsCodeOneHot_OVA]
FeatureInfo [rank=661, score=1.0997436519197103E-5, name=carrierFsCodeOneHot_R6]
FeatureInfo [rank=662, score=1.0997151242491507E-5, name=arrivalAirportOneHot_JMK]
FeatureInfo [rank=663, score=1.0986687524903165E-5, name=departureAirportOneHot_HAC]
FeatureInfo [rank=664, score=1.097755426130787E-5, name=departureAirportOneHot_ZUH]
FeatureInfo [rank=665, score=1.0929467879686974E-5, name=arrivalAirportOneHot_STN]
FeatureInfo [rank=666, score=1.0771839603642718E-5, name=departureAirportOneHot_GYD]
FeatureInfo [rank=667, score=1.0591397413026672E-5, name=arrivalAirportOneHot_LYS]
FeatureInfo [rank=668, score=1.0583863351321903E-5, name=departureAirportOneHot_BHD]
FeatureInfo [rank=669, score=1.0538707344671994E-5, name=departureAirportOneHot_NRT]
FeatureInfo [rank=670, score=1.0522380756490212E-5, name=departureAirportOneHot_YVR]
FeatureInfo [rank=671, score=1.0515963454453823E-5, name=carrierFsCodeOneHot_LJ]
FeatureInfo [rank=672, score=1.0497237919354324E-5, name=arrivalAirportOneHot_PPN]
FeatureInfo [rank=673, score=1.036933534698736E-5, name=departureAirportOneHot_SJC]
FeatureInfo [rank=674, score=1.0356722098441799E-5, name=carrierFsCodeOneHot_JD]
FeatureInfo [rank=675, score=1.0236790913451775E-5, name=arrivalAirportOneHot_SVX]
FeatureInfo [rank=676, score=1.0157524625659016E-5, name=arrivalAirportOneHot_GTR]
FeatureInfo [rank=677, score=1.0153984465212642E-5, name=arrivalAirportOneHot_GOT]
FeatureInfo [rank=678, score=1.0100687706415265E-5, name=carrierFsCodeOneHot_WB]
FeatureInfo [rank=679, score=1.0057053490365346E-5, name=departureAirportOneHot_KIV]
FeatureInfo [rank=680, score=9.985466418816476E-6, name=arrivalAirportOneHot_MKE]
FeatureInfo [rank=681, score=9.943524307970488E-6, name=arrivalAirportOneHot_KEF]
FeatureInfo [rank=682, score=9.939889746277444E-6, name=arrivalAirportOneHot_VLC]
FeatureInfo [rank=683, score=9.887165285220966E-6, name=carrierFsCodeOneHot_TK]
FeatureInfo [rank=684, score=9.804744245699138E-6, name=arrivalAirportOneHot_MCT]
FeatureInfo [rank=685, score=9.798338199747533E-6, name=arrivalAirportOneHot_MGF]
FeatureInfo [rank=686, score=9.791987537637109E-6, name=arrivalAirportOneHot_SWA]
FeatureInfo [rank=687, score=9.709452523685141E-6, name=arrivalAirportOneHot_SXF]
FeatureInfo [rank=688, score=9.693882611269744E-6, name=departureAirportOneHot_MEM]
FeatureInfo [rank=689, score=9.682008920935103E-6, name=arrivalAirportOneHot_RIX]
FeatureInfo [rank=690, score=9.636432810269655E-6, name=carrierFsCodeOneHot_6R]
FeatureInfo [rank=691, score=9.61272193295425E-6, name=departureAirportOneHot_BLR]
FeatureInfo [rank=692, score=9.59278866784262E-6, name=departureAirportOneHot_BJL]
FeatureInfo [rank=693, score=9.523105447461147E-6, name=departureAirportOneHot_HDN]
FeatureInfo [rank=694, score=9.494949905934477E-6, name=departureAirportOneHot_LAN]
FeatureInfo [rank=695, score=9.462444891667792E-6, name=arrivalAirportOneHot_NCE]
FeatureInfo [rank=696, score=9.450813030245078E-6, name=carrierFsCodeOneHot_NX]
FeatureInfo [rank=697, score=9.429666745105559E-6, name=carrierFsCodeOneHot_X3]
FeatureInfo [rank=698, score=9.428245574099887E-6, name=carrierFsCodeOneHot_KC]
FeatureInfo [rank=699, score=9.37233261680469E-6, name=departureAirportOneHot_PUS]
FeatureInfo [rank=700, score=9.286867176450906E-6, name=carrierFsCodeOneHot_KK]
FeatureInfo [rank=701, score=8.759484206145057E-6, name=arrivalAirportOneHot_HEL]
FeatureInfo [rank=702, score=8.751083726010982E-6, name=carrierFsCodeOneHot_BE]
FeatureInfo [rank=703, score=8.701579713986025E-6, name=arrivalAirportOneHot_OSL]
FeatureInfo [rank=704, score=8.669892622902073E-6, name=arrivalAirportOneHot_LST]
FeatureInfo [rank=705, score=8.644163525591794E-6, name=arrivalAirportOneHot_IOM]
FeatureInfo [rank=706, score=8.620037923607624E-6, name=departureAirportOneHot_IXB]
FeatureInfo [rank=707, score=8.577857793070105E-6, name=departureAirportOneHot_UKB]
FeatureInfo [rank=708, score=8.526214383287743E-6, name=carrierFsCodeOneHot_YV]
FeatureInfo [rank=709, score=8.520597686962105E-6, name=carrierFsCodeOneHot_QZ]
FeatureInfo [rank=710, score=8.500562358831458E-6, name=arrivalAirportOneHot_KCZ]
FeatureInfo [rank=711, score=8.433888095958302E-6, name=arrivalAirportOneHot_ISB]
FeatureInfo [rank=712, score=8.413791651734476E-6, name=arrivalAirportOneHot_KDH]
FeatureInfo [rank=713, score=8.332725877995135E-6, name=departureAirportOneHot_STR]
FeatureInfo [rank=714, score=8.330103622876303E-6, name=arrivalAirportOneHot_GRR]
FeatureInfo [rank=715, score=8.107086583330741E-6, name=carrierFsCodeOneHot_NI]
FeatureInfo [rank=716, score=8.01812325963578E-6, name=departureAirportOneHot_VIX]
FeatureInfo [rank=717, score=7.995269975972263E-6, name=arrivalAirportOneHot_SYO]
FeatureInfo [rank=718, score=7.912911836998492E-6, name=departureAirportOneHot_SRG]
FeatureInfo [rank=719, score=7.88582294759514E-6, name=arrivalAirportOneHot_SJU]
FeatureInfo [rank=720, score=7.809420551981314E-6, name=departureAirportOneHot_BGY]
FeatureInfo [rank=721, score=7.733868638465532E-6, name=arrivalAirportOneHot_GLA]
FeatureInfo [rank=722, score=7.705495356988375E-6, name=arrivalAirportOneHot_GIG]
FeatureInfo [rank=723, score=7.69014555185919E-6, name=departureAirportOneHot_TPE]
FeatureInfo [rank=724, score=7.632099317508372E-6, name=arrivalAirportOneHot_YXU]
FeatureInfo [rank=725, score=7.615798642721915E-6, name=arrivalAirportOneHot_PQM]
FeatureInfo [rank=726, score=7.602875907139885E-6, name=departureAirportOneHot_OKC]
FeatureInfo [rank=727, score=7.559255122730968E-6, name=arrivalAirportOneHot_UBJ]
FeatureInfo [rank=728, score=7.505242633756203E-6, name=arrivalAirportOneHot_KGS]
FeatureInfo [rank=729, score=7.495615305656282E-6, name=departureAirportOneHot_MEL]
FeatureInfo [rank=730, score=7.384375528922898E-6, name=arrivalAirportOneHot_FLL]
FeatureInfo [rank=731, score=7.325311548754017E-6, name=arrivalAirportOneHot_CRL]
FeatureInfo [rank=732, score=7.245130625733432E-6, name=arrivalAirportOneHot_SYR]
FeatureInfo [rank=733, score=7.245011457251674E-6, name=departureAirportOneHot_PDL]
FeatureInfo [rank=734, score=7.034867487684441E-6, name=arrivalAirportOneHot_SJP]
FeatureInfo [rank=735, score=7.006817735602532E-6, name=carrierFsCodeOneHot_HD]
FeatureInfo [rank=736, score=6.869668342488661E-6, name=arrivalAirportOneHot_HAJ]
FeatureInfo [rank=737, score=6.73112490289346E-6, name=departureAirportOneHot_CKG]
FeatureInfo [rank=738, score=6.718479615249619E-6, name=departureAirportOneHot_GDL]
FeatureInfo [rank=739, score=6.713701017659988E-6, name=departureAirportOneHot_NRA]
FeatureInfo [rank=740, score=6.709731553640486E-6, name=arrivalAirportOneHot_LPL]
FeatureInfo [rank=741, score=6.6747954202523395E-6, name=arrivalAirportOneHot_GRX]
FeatureInfo [rank=742, score=6.653502775331721E-6, name=arrivalAirportOneHot_HNL]
FeatureInfo [rank=743, score=6.6481776529164574E-6, name=arrivalAirportOneHot_JER]
FeatureInfo [rank=744, score=6.629171227418076E-6, name=carrierFsCodeOneHot_UO]
FeatureInfo [rank=745, score=6.553084032117668E-6, name=arrivalAirportOneHot_MMY]
FeatureInfo [rank=746, score=6.318886556137048E-6, name=arrivalAirportOneHot_AJU]
FeatureInfo [rank=747, score=6.301858314916673E-6, name=arrivalAirportOneHot_BNK]
FeatureInfo [rank=748, score=6.298715696574269E-6, name=departureAirportOneHot_OOL]
FeatureInfo [rank=749, score=6.284246480386678E-6, name=departureAirportOneHot_OAG]
FeatureInfo [rank=750, score=6.2698794254424164E-6, name=arrivalAirportOneHot_CLE]
FeatureInfo [rank=751, score=6.26413195162569E-6, name=carrierFsCodeOneHot_HY]
FeatureInfo [rank=752, score=6.233084873444348E-6, name=departureAirportOneHot_CTA]
FeatureInfo [rank=753, score=6.185926972838942E-6, name=arrivalAirportOneHot_ABX]
FeatureInfo [rank=754, score=6.165053627348919E-6, name=arrivalAirportOneHot_NKG]
FeatureInfo [rank=755, score=6.153809049724283E-6, name=departureAirportOneHot_LCG]
FeatureInfo [rank=756, score=6.109086392278726E-6, name=departureAirportOneHot_TNA]
FeatureInfo [rank=757, score=5.962005987246046E-6, name=departureAirportOneHot_BNA]
FeatureInfo [rank=758, score=5.919798157234446E-6, name=departureAirportOneHot_LPL]
FeatureInfo [rank=759, score=5.885325495943042E-6, name=departureAirportOneHot_YLW]
FeatureInfo [rank=760, score=5.807866072419298E-6, name=arrivalAirportOneHot_OVD]
FeatureInfo [rank=761, score=5.764467115062907E-6, name=carrierFsCodeOneHot_SV]
FeatureInfo [rank=762, score=5.659523086093291E-6, name=arrivalAirportOneHot_ZAD]
FeatureInfo [rank=763, score=5.618755355654133E-6, name=arrivalAirportOneHot_AKJ]
FeatureInfo [rank=764, score=5.568409735715789E-6, name=arrivalAirportOneHot_KRR]
FeatureInfo [rank=765, score=5.555412588024336E-6, name=arrivalAirportOneHot_DMK]
FeatureInfo [rank=766, score=5.548513226581605E-6, name=departureAirportOneHot_BOD]
FeatureInfo [rank=767, score=5.475758350024897E-6, name=arrivalAirportOneHot_SJD]
FeatureInfo [rank=768, score=5.420705118905827E-6, name=departureAirportOneHot_CMH]
FeatureInfo [rank=769, score=5.388548774561712E-6, name=arrivalAirportOneHot_GIB]
FeatureInfo [rank=770, score=5.103751880035603E-6, name=departureAirportOneHot_LBV]
FeatureInfo [rank=771, score=5.094753857369592E-6, name=carrierFsCodeOneHot_VN]
FeatureInfo [rank=772, score=5.075865854425324E-6, name=arrivalAirportOneHot_BOS]
FeatureInfo [rank=773, score=5.05174926514486E-6, name=carrierFsCodeOneHot_KM]
FeatureInfo [rank=774, score=5.032571090962823E-6, name=arrivalAirportOneHot_MID]
FeatureInfo [rank=775, score=4.8378894892262384E-6, name=carrierFsCodeOneHot_NU]
FeatureInfo [rank=776, score=4.788016227488283E-6, name=departureAirportOneHot_KIX]
FeatureInfo [rank=777, score=4.776097371954972E-6, name=arrivalAirportOneHot_KLX]
FeatureInfo [rank=778, score=4.766779510968854E-6, name=arrivalAirportOneHot_SGN]
FeatureInfo [rank=779, score=4.663612956707944E-6, name=arrivalAirportOneHot_DIB]
FeatureInfo [rank=780, score=4.596591017587574E-6, name=departureAirportOneHot_CEI]
FeatureInfo [rank=781, score=4.56774356639751E-6, name=carrierFsCodeOneHot_RJ]
FeatureInfo [rank=782, score=4.560269883894058E-6, name=departureAirportOneHot_KOW]
FeatureInfo [rank=783, score=4.546403063197946E-6, name=arrivalAirportOneHot_HSG]
FeatureInfo [rank=784, score=4.5001558013239145E-6, name=departureAirportOneHot_ABI]
FeatureInfo [rank=785, score=4.420766121402533E-6, name=arrivalAirportOneHot_BOM]
FeatureInfo [rank=786, score=4.3672854153568734E-6, name=arrivalAirportOneHot_INL]
FeatureInfo [rank=787, score=4.3579029758377305E-6, name=departureAirportOneHot_TUS]
FeatureInfo [rank=788, score=4.265708687292319E-6, name=departureAirportOneHot_MPL]
FeatureInfo [rank=789, score=4.050199545297782E-6, name=departureAirportOneHot_BWI]
FeatureInfo [rank=790, score=4.031128857727074E-6, name=arrivalAirportOneHot_YYJ]
FeatureInfo [rank=791, score=4.013478066128128E-6, name=arrivalAirportOneHot_AUA]
FeatureInfo [rank=792, score=3.767812286586696E-6, name=arrivalAirportOneHot_NGO]
FeatureInfo [rank=793, score=3.749028701485365E-6, name=arrivalAirportOneHot_RPR]
FeatureInfo [rank=794, score=3.6797076301995106E-6, name=departureAirportOneHot_BDL]
FeatureInfo [rank=795, score=3.6750974036343233E-6, name=departureAirportOneHot_BRI]
FeatureInfo [rank=796, score=3.6233802202240526E-6, name=departureAirportOneHot_MVP]
FeatureInfo [rank=797, score=3.4449320625795746E-6, name=departureAirportOneHot_REP]
FeatureInfo [rank=798, score=3.322230656211343E-6, name=arrivalAirportOneHot_DMM]
FeatureInfo [rank=799, score=3.2819398494819485E-6, name=departureAirportOneHot_CHQ]
FeatureInfo [rank=800, score=3.263826453388689E-6, name=arrivalAirportOneHot_HAC]
FeatureInfo [rank=801, score=3.2601303747780796E-6, name=carrierFsCodeOneHot_OZ]
FeatureInfo [rank=802, score=3.2468348251305494E-6, name=departureAirportOneHot_JAX]
FeatureInfo [rank=803, score=3.2086766429701615E-6, name=departureAirportOneHot_RUH]
FeatureInfo [rank=804, score=3.1170787161768995E-6, name=arrivalAirportOneHot_INV]
FeatureInfo [rank=805, score=2.9792882475791218E-6, name=departureAirportOneHot_FAO]
FeatureInfo [rank=806, score=2.9265417406877747E-6, name=departureAirportOneHot_FOC]
FeatureInfo [rank=807, score=2.887752828317438E-6, name=departureAirportOneHot_PNS]
FeatureInfo [rank=808, score=2.8557685991008435E-6, name=departureAirportOneHot_LTN]
FeatureInfo [rank=809, score=2.842365431916722E-6, name=arrivalAirportOneHot_SAP]
FeatureInfo [rank=810, score=2.655595144671444E-6, name=departureAirportOneHot_GIB]
FeatureInfo [rank=811, score=2.5322279419835007E-6, name=arrivalAirportOneHot_CEB]
FeatureInfo [rank=812, score=2.245375230933896E-6, name=departureAirportOneHot_SNA]
FeatureInfo [rank=813, score=2.223145979540378E-6, name=arrivalAirportOneHot_TPA]
FeatureInfo [rank=814, score=2.181286889686643E-6, name=arrivalAirportOneHot_BLR]
FeatureInfo [rank=815, score=2.1333108469552593E-6, name=departureAirportOneHot_TAG]
FeatureInfo [rank=816, score=2.1304490819985883E-6, name=departureAirportOneHot_SUF]
FeatureInfo [rank=817, score=1.6664475232935147E-6, name=carrierFsCodeOneHot_PS]
FeatureInfo [rank=818, score=1.605396443797102E-6, name=arrivalAirportOneHot_LDB]
FeatureInfo [rank=819, score=1.5234560891400183E-6, name=departureAirportOneHot_MLA]
FeatureInfo [rank=820, score=1.0639304937548832E-6, name=arrivalAirportOneHot_WMI]
FeatureInfo [rank=821, score=1.0431543807592752E-6, name=arrivalAirportOneHot_MCO]
FeatureInfo [rank=822, score=9.826698493587351E-7, name=arrivalAirportOneHot_ISP]
FeatureInfo [rank=823, score=9.328846227208254E-7, name=arrivalAirportOneHot_VRN]
FeatureInfo [rank=824, score=8.73351176708727E-7, name=departureAirportOneHot_YOW]
FeatureInfo [rank=825, score=8.223676652634192E-7, name=arrivalAirportOneHot_MMB]
FeatureInfo [rank=826, score=7.996976011097004E-7, name=arrivalAirportOneHot_PNH]
FeatureInfo [rank=827, score=7.578843875350592E-7, name=arrivalAirportOneHot_CNX]
FeatureInfo [rank=828, score=7.259986917430488E-7, name=departureAirportOneHot_EUG]
FeatureInfo [rank=829, score=6.521148668359697E-7, name=arrivalAirportOneHot_PLW]
FeatureInfo [rank=830, score=6.048031322628752E-7, name=departureAirportOneHot_IOM]
FeatureInfo [rank=831, score=5.931697980346505E-7, name=departureAirportOneHot_MMB]
FeatureInfo [rank=832, score=5.459551956221181E-7, name=arrivalAirportOneHot_MLB]
FeatureInfo [rank=833, score=4.855608326555982E-7, name=departureAirportOneHot_BDJ]
FeatureInfo [rank=834, score=4.330181864867445E-7, name=carrierFsCodeOneHot_AZ]
FeatureInfo [rank=835, score=2.973459734515705E-7, name=departureAirportOneHot_ABQ]
FeatureInfo [rank=836, score=7.269732728489667E-8, name=arrivalAirportOneHot_GVA]
FeatureInfo [rank=837, score=0.0, name=departureAirportOneHot_IST]
FeatureInfo [rank=838, score=0.0, name=departureAirportOneHot_PHX]
FeatureInfo [rank=839, score=0.0, name=departureAirportOneHot_PHL]
FeatureInfo [rank=840, score=0.0, name=departureAirportOneHot_BOS]
FeatureInfo [rank=841, score=0.0, name=departureAirportOneHot_LGA]
FeatureInfo [rank=842, score=0.0, name=departureAirportOneHot_SAN]
FeatureInfo [rank=843, score=0.0, name=departureAirportOneHot_DCA]
FeatureInfo [rank=844, score=0.0, name=departureAirportOneHot_STL]
FeatureInfo [rank=845, score=0.0, name=departureAirportOneHot_CVG]
FeatureInfo [rank=846, score=0.0, name=departureAirportOneHot_RDU]
FeatureInfo [rank=847, score=0.0, name=departureAirportOneHot_CTU]
FeatureInfo [rank=848, score=0.0, name=departureAirportOneHot_IND]
FeatureInfo [rank=849, score=0.0, name=departureAirportOneHot_YUL]
FeatureInfo [rank=850, score=0.0, name=departureAirportOneHot_CLE]
FeatureInfo [rank=851, score=0.0, name=departureAirportOneHot_SMF]
FeatureInfo [rank=852, score=0.0, name=departureAirportOneHot_XIY]
FeatureInfo [rank=853, score=0.0, name=departureAirportOneHot_SVO]
FeatureInfo [rank=854, score=0.0, name=departureAirportOneHot_MKE]
FeatureInfo [rank=855, score=0.0, name=departureAirportOneHot_TAO]
FeatureInfo [rank=856, score=0.0, name=departureAirportOneHot_CTS]
FeatureInfo [rank=857, score=0.0, name=departureAirportOneHot_OAK]
FeatureInfo [rank=858, score=0.0, name=departureAirportOneHot_XMN]
FeatureInfo [rank=859, score=0.0, name=departureAirportOneHot_BNE]
FeatureInfo [rank=860, score=0.0, name=departureAirportOneHot_CPH]
FeatureInfo [rank=861, score=0.0, name=departureAirportOneHot_HNL]
FeatureInfo [rank=862, score=0.0, name=departureAirportOneHot_MDE]
FeatureInfo [rank=863, score=0.0, name=departureAirportOneHot_BUR]
FeatureInfo [rank=864, score=0.0, name=departureAirportOneHot_HAN]
FeatureInfo [rank=865, score=0.0, name=departureAirportOneHot_TLV]
FeatureInfo [rank=866, score=0.0, name=departureAirportOneHot_MTY]
FeatureInfo [rank=867, score=0.0, name=departureAirportOneHot_ATH]
FeatureInfo [rank=868, score=0.0, name=departureAirportOneHot_HOU]
FeatureInfo [rank=869, score=0.0, name=departureAirportOneHot_BUF]
FeatureInfo [rank=870, score=0.0, name=departureAirportOneHot_PEN]
FeatureInfo [rank=871, score=0.0, name=departureAirportOneHot_NCE]
FeatureInfo [rank=872, score=0.0, name=departureAirportOneHot_DLC]
FeatureInfo [rank=873, score=0.0, name=departureAirportOneHot_RNO]
FeatureInfo [rank=874, score=0.0, name=departureAirportOneHot_CHS]
FeatureInfo [rank=875, score=0.0, name=departureAirportOneHot_MAA]
FeatureInfo [rank=876, score=0.0, name=departureAirportOneHot_OKA]
FeatureInfo [rank=877, score=0.0, name=departureAirportOneHot_TYS]
FeatureInfo [rank=878, score=0.0, name=departureAirportOneHot_NKG]
FeatureInfo [rank=879, score=0.0, name=departureAirportOneHot_BOI]
FeatureInfo [rank=880, score=0.0, name=departureAirportOneHot_HEL]
FeatureInfo [rank=881, score=0.0, name=departureAirportOneHot_BHM]
FeatureInfo [rank=882, score=0.0, name=departureAirportOneHot_ONT]
FeatureInfo [rank=883, score=0.0, name=departureAirportOneHot_CCU]
FeatureInfo [rank=884, score=0.0, name=departureAirportOneHot_EZE]
FeatureInfo [rank=885, score=0.0, name=departureAirportOneHot_GRR]
FeatureInfo [rank=886, score=0.0, name=departureAirportOneHot_ELP]
FeatureInfo [rank=887, score=0.0, name=departureAirportOneHot_HRB]
FeatureInfo [rank=888, score=0.0, name=departureAirportOneHot_TUL]
FeatureInfo [rank=889, score=0.0, name=departureAirportOneHot_HAK]
FeatureInfo [rank=890, score=0.0, name=departureAirportOneHot_SHE]
FeatureInfo [rank=891, score=0.0, name=departureAirportOneHot_CLO]
FeatureInfo [rank=892, score=0.0, name=departureAirportOneHot_GSO]
FeatureInfo [rank=893, score=0.0, name=departureAirportOneHot_DAY]
FeatureInfo [rank=894, score=0.0, name=departureAirportOneHot_URC]
FeatureInfo [rank=895, score=0.0, name=departureAirportOneHot_SAV]
FeatureInfo [rank=896, score=0.0, name=departureAirportOneHot_RSW]
FeatureInfo [rank=897, score=0.0, name=departureAirportOneHot_JED]
FeatureInfo [rank=898, score=0.0, name=departureAirportOneHot_GSP]
FeatureInfo [rank=899, score=0.0, name=departureAirportOneHot_LIM]
FeatureInfo [rank=900, score=0.0, name=departureAirportOneHot_XNA]
FeatureInfo [rank=901, score=0.0, name=departureAirportOneHot_OSL]
FeatureInfo [rank=902, score=0.0, name=departureAirportOneHot_EDI]
FeatureInfo [rank=903, score=0.0, name=departureAirportOneHot_OTP]
FeatureInfo [rank=904, score=0.0, name=departureAirportOneHot_SYX]
FeatureInfo [rank=905, score=0.0, name=departureAirportOneHot_DMK]
FeatureInfo [rank=906, score=0.0, name=departureAirportOneHot_CNX]
FeatureInfo [rank=907, score=0.0, name=departureAirportOneHot_KWE]
FeatureInfo [rank=908, score=0.0, name=departureAirportOneHot_MFM]
FeatureInfo [rank=909, score=0.0, name=departureAirportOneHot_AYT]
FeatureInfo [rank=910, score=0.0, name=departureAirportOneHot_ALB]
FeatureInfo [rank=911, score=0.0, name=departureAirportOneHot_MCT]
FeatureInfo [rank=912, score=0.0, name=departureAirportOneHot_PBI]
FeatureInfo [rank=913, score=0.0, name=departureAirportOneHot_CTG]
FeatureInfo [rank=914, score=0.0, name=departureAirportOneHot_LYS]
FeatureInfo [rank=915, score=0.0, name=departureAirportOneHot_PVD]
FeatureInfo [rank=916, score=0.0, name=departureAirportOneHot_YNT]
FeatureInfo [rank=917, score=0.0, name=departureAirportOneHot_ICT]
FeatureInfo [rank=918, score=0.0, name=departureAirportOneHot_ORY]
FeatureInfo [rank=919, score=0.0, name=departureAirportOneHot_MRS]
FeatureInfo [rank=920, score=0.0, name=departureAirportOneHot_DAC]
FeatureInfo [rank=921, score=0.0, name=departureAirportOneHot_USM]
FeatureInfo [rank=922, score=0.0, name=departureAirportOneHot_COS]
FeatureInfo [rank=923, score=0.0, name=departureAirportOneHot_JOG]
FeatureInfo [rank=924, score=0.0, name=departureAirportOneHot_SJD]
FeatureInfo [rank=925, score=0.0, name=departureAirportOneHot_SAL]
FeatureInfo [rank=926, score=0.0, name=departureAirportOneHot_ALG]
FeatureInfo [rank=927, score=0.0, name=departureAirportOneHot_YEG]
FeatureInfo [rank=928, score=0.0, name=departureAirportOneHot_NNG]
FeatureInfo [rank=929, score=0.0, name=departureAirportOneHot_FAT]
FeatureInfo [rank=930, score=0.0, name=departureAirportOneHot_ADB]
FeatureInfo [rank=931, score=0.0, name=departureAirportOneHot_BIO]
FeatureInfo [rank=932, score=0.0, name=departureAirportOneHot_CGN]
FeatureInfo [rank=933, score=0.0, name=departureAirportOneHot_LEX]
FeatureInfo [rank=934, score=0.0, name=departureAirportOneHot_ALC]
FeatureInfo [rank=935, score=0.0, name=departureAirportOneHot_HSV]
FeatureInfo [rank=936, score=0.0, name=departureAirportOneHot_MDT]
